conssourceid,description,primarycare,ae,op,hospital
203668,Clinic,1,,,
203896,Telephone,1,,,
203899,Telephone,1,,,
203900,Telephone,1,,,
203984,GP Practice,1,,,
203994,GP Practice,1,,,
204065,Telephone call from a patient,1,,,
204066,Telephone,1,,,
204226,GP Practice,1,,,
204377,Telephone,1,,,
204378,Telephone,1,,,
204379,GP Practice,1,,,
204392,GP Practice,1,,,
204393,GP Practice,1,,,
204394,GP Practice,1,,,
204395,GP Practice,1,,,
204413,GP Practice,1,,,
204422,GP Practice,1,,,
204441,GP Practice,1,,,
204445,GP Practice,1,,,
204455,GP Practice,1,,,
204464,GP Practice,1,,,
204489,GP Practice,1,,,
204498,GP Practice,1,,,
204632,GP Practice,1,,,
204637,GP Practice,1,,,
204641,GP Practice,1,,,
204644,GP Practice,1,,,
204647,GP Practice,1,,,
204648,GP Practice,1,,,
204660,GP Practice,1,,,
204662,GP Practice,1,,,
204670,GP Practice,1,,,
204671,GP Practice,1,,,
204674,GP Practice,1,,,
204676,GP Practice,1,,,
204678,GP Practice,1,,,
204679,GP Practice,1,,,
204680,GP Practice,1,,,
204682,GP Practice,1,,,
204686,GP Practice,1,,,
204689,GP Practice,1,,,
204693,GP Practice,1,,,
204696,GP Practice,1,,,
204703,GP Practice,1,,,
204707,GP Practice,1,,,
204710,GP Practice,1,,,
204715,GP Practice,1,,,
204718,GP Practice,1,,,
204721,GP Practice,1,,,
204725,GP Practice,1,,,
204732,GP Practice,1,,,
204764,Accident & Emergency,,1,,
204765,Accident & Emergency,,1,,
204772,GP Practice,1,,,
204806,GP Practice,1,,,
204853,GP Practice,1,,,
204855,Accident & Emergency,,1,,
204857,GP Practice,1,,,
204893,Clinic NHS,1,,,
205094,GP Practice,1,,,
205096,GP Practice,1,,,
205097,GP Practice,1,,,
205106,GP Practice,1,,,
205142,GP Practice,1,,,
205143,GP Practice,1,,,
205145,Accident & Emergency,,1,,
205146,GP Practice,1,,,
205156,GP Practice,1,,,
205157,GP Practice,1,,,
205158,GP Practice,1,,,
205175,GP Practice,1,,,
205192,GP Practice,1,,,
205194,GP Practice,1,,,
205205,GP Practice,1,,,
205209,GP Practice,1,,,
205216,GP Practice,1,,,
205239,GP Practice,1,,,
205242,GP Practice,1,,,
205251,GP Practice,1,,,
205255,GP Practice,1,,,
205260,GP Practice,1,,,
205263,GP Practice,1,,,
205264,GP Practice,1,,,
205265,GP Practice,1,,,
205268,GP Practice,1,,,
205270,GP Practice,1,,,
205273,GP Practice,1,,,
205289,GP Practice,1,,,
205297,GP Practice,1,,,
205298,GP Practice,1,,,
205300,GP Practice,1,,,
205331,GP Practice,1,,,
205352,GP Practice,1,,,
205355,GP Practice,1,,,
205357,GP Practice,1,,,
205365,GP Practice,1,,,
205368,GP Practice,1,,,
205372,GP Practice,1,,,
205374,GP Practice,1,,,
205403,GP Practice,1,,,
205410,GP Practice,1,,,
205411,GP Practice,1,,,
205418,GP Practice,1,,,
205421,GP Practice,1,,,
205429,GP Practice,1,,,
205448,GP Practice,1,,,
205452,GP Practice,1,,,
205454,GP Practice,1,,,
205456,GP Practice,1,,,
205457,GP Practice,1,,,
205464,GP Practice,1,,,
205495,GP Practice,1,,,
205515,GP Practice,1,,,
205533,GP Practice,1,,,
205590,GP Practice,1,,,
205591,GP Practice,1,,,
205615,GP Practice,1,,,
205628,GP Practice,1,,,
205631,GP Practice,1,,,
205632,GP Practice,1,,,
205634,GP Practice,1,,,
205636,GP Practice,1,,,
205638,GP Practice,1,,,
205640,GP Practice,1,,,
205646,GP Practice,1,,,
205655,GP Practice,1,,,
205658,GP Practice,1,,,
205661,GP Practice,1,,,
205668,GP Practice,1,,,
205674,GP Practice,1,,,
205694,GP Practice,1,,,
205695,GP Practice,1,,,
205702,GP Practice,1,,,
205706,GP Practice,1,,,
205737,GP Practice,1,,,
205819,GP Practice,1,,,
205820,GP Practice,1,,,
205829,GP Practice,1,,,
205830,GP Practice,1,,,
205831,GP Practice,1,,,
205848,GP Practice,1,,,
205876,GP Practice,1,,,
205877,GP Practice,1,,,
205895,GP Practice,1,,,
205981,GP Practice,1,,,
205985,GP Practice,1,,,
205998,GP Practice,1,,,
206000,GP Practice,1,,,
206009,GP Practice,1,,,
206034,Telephone,1,,,
206035,Telephone,1,,,
206039,GP Practice,1,,,
206049,Accident & Emergency,,1,,
206051,GP Practice,1,,,
206052,GP Practice,1,,,
206053,GP Practice,1,,,
206065,GP Practice,1,,,
206092,GP Practice,1,,,
206095,GP Practice,1,,,
206101,GP Practice,1,,,
206102,GP Practice,1,,,
206105,GP Practice,1,,,
206114,GP Practice,1,,,
206115,GP Practice,1,,,
206144,GP Practice,1,,,
206148,GP Practice,1,,,
206171,GP Practice,1,,,
206176,GP Practice,1,,,
206184,GP Practice,1,,,
206187,GP Practice,1,,,
206220,GP Practice,1,,,
206221,GP Practice,1,,,
206223,Clinic,1,,,
206241,GP Practice,1,,,
206263,Telephone Consultation,1,,,
206268,GP Practice,1,,,
206300,GP Practice,1,,,
206302,GP Practice,1,,,
206321,GP Practice,1,,,
206347,Telephone,1,,,
206378,Clinic,1,,,
206379,Clinic,1,,,
206380,Clinic,1,,,
206381,Clinic,1,,,
206382,Clinic,1,,,
206383,Daytime Visits patients home,1,,,
206418,Surgery,1,,,
206432,Clinic,1,,,
206433,Clinic,1,,,
206434,Clinic,1,,,
206437,Daytime Visits patients home,1,,,
206438,Daytime Visits patients home,1,,,
206466,GP Practice,1,,,
206474,GP Practice,1,,,
206476,Surgery,1,,,
206477,Surgery,1,,,
206478,Surgery,1,,,
206481,Telephone,1,,,
206482,Telephone,1,,,
206488,Accident & Emergency,,1,,
206493,Clinic,1,,,
206496,Daytime Visits patients home,1,,,
206497,Daytime Visits patients home,1,,,
206538,GP Practice,1,,,
206547,Surgery,1,,,
206548,Surgery,1,,,
206550,Telephone,1,,,
206557,Accident & Emergency,,1,,
206568,Clinic,1,,,
206594,GP Practice,1,,,
206605,Surgery,1,,,
206609,Telephone,1,,,
206610,GP Practice,1,,,
206623,Clinic,1,,,
206624,Clinic,1,,,
206626,Daytime Visits patients home,1,,,
206627,Daytime Visits patients home,1,,,
206656,Outpatient NHS,,,1,
206667,Surgery,1,,,
206682,Clinic,1,,,
206683,Clinic,1,,,
206684,Clinic,1,,,
206685,Clinic,1,,,
206687,Daytime Visits patients home,1,,,
206716,Night Visit - patient's home,1,,,
206747,GP Practice,1,,,
206748,Clinic,1,,,
206749,Clinic,1,,,
206842,Surgery,1,,,
206848,GP Practice,1,,,
206849,GP Practice,1,,,
206982,Outpatient Trust,,,1,
207042,GP Practice,1,,,
207045,GP Practice,1,,,
207070,GP Practice,1,,,
207089,GP Practice,1,,,
207097,GP Practice,1,,,
207117,GP Practice,1,,,
207122,GP Practice,1,,,
207124,GP Practice,1,,,
207136,GP Practice,1,,,
207146,GP Practice,1,,,
207150,GP Practice,1,,,
207152,GP Practice,1,,,
207157,GP Practice,1,,,
207213,GP Practice,1,,,
207269,GP Practice,1,,,
207271,GP Practice,1,,,
207273,GP Practice,1,,,
207306,GP Practice,1,,,
207314,GP Practice,1,,,
207334,GP Practice,1,,,
207356,GP Practice,1,,,
207360,GP Practice,1,,,
207408,GP Practice,1,,,
207424,Accident & Emergency,,1,,
207444,Accident & Emergency,,1,,
207447,Accident & Emergency,,1,,
207454,Surgery,1,,,
207466,Surgery,1,,,
207467,Telephone,1,,,
207474,Surgery,1,,,
207486,Surgery,1,,,
207493,GP Practice,1,,,
207517,Surgery,1,,,
207521,Telephone,1,,,
207526,GP Practice,1,,,
207532,GP Practice,1,,,
207533,GP Practice,1,,,
207569,GP Practice,1,,,
207577,GP Practice,1,,,
207704,GP Practice,1,,,
207741,GP Practice,1,,,
207760,GP Practice,1,,,
207761,GP Practice,1,,,
207771,GP Practice,1,,,
207802,Accident & Emergency,,1,,
207988,GP Practice,1,,,
207994,Telephone,1,,,
208000,GP Practice,1,,,
208024,GP Practice,1,,,
208058,GP Practice,1,,,
208085,GP Practice,1,,,
208095,GP Practice,1,,,
208098,GP Practice,1,,,
208108,GP Practice,1,,,
208146,GP Practice,1,,,
208147,GP Practice,1,,,
208161,GP Practice,1,,,
208169,GP Practice,1,,,
208193,GP Practice,1,,,
208215,GP Practice,1,,,
208216,GP Practice,1,,,
208220,GP Practice,1,,,
208266,GP Practice,1,,,
208268,GP Practice,1,,,
208284,GP Practice,1,,,
208290,GP Practice,1,,,
208304,GP Practice,1,,,
208309,Contact method: G.P.Surgery,1,,,
208324,GP Practice,1,,,
208325,GP Practice,1,,,
208333,GP Practice,1,,,
208369,GP Practice,1,,,
208372,GP Practice,1,,,
208406,GP Practice,1,,,
208431,GP Practice,1,,,
208432,GP Practice,1,,,
208468,GP Practice,1,,,
208479,GP Practice,1,,,
208499,Telephone,1,,,
208532,GP Practice,1,,,
208533,GP Practice,1,,,
208534,GP Practice,1,,,
208535,Clinic,1,,,
208563,GP Practice,1,,,
208567,Accident & Emergency,,1,,
208592,GP Practice,1,,,
208594,GP Practice,1,,,
208658,GP Practice,1,,,
208691,GP Practice,1,,,
208705,GP Practice,1,,,
208770,GP Practice,1,,,
208772,GP Practice,1,,,
208775,GP Practice,1,,,
208798,GP Practice,1,,,
208838,GP Practice,1,,,
208864,GP Practice,1,,,
208867,GP Practice,1,,,
208870,GP Practice,1,,,
208875,GP Practice,1,,,
208884,GP Practice,1,,,
208938,GP Practice,1,,,
208962,GP Practice,1,,,
208975,GP Practice,1,,,
208989,GP Practice,1,,,
209024,GP Practice,1,,,
209040,Accident & Emergency,,1,,
209049,GP Practice,1,,,
209078,Telephone,1,,,
209098,GP Practice,1,,,
209115,GP Practice,1,,,
209125,GP Practice,1,,,
209129,GP Practice,1,,,
209170,GP Practice,1,,,
209182,GP Practice,1,,,
209209,GP Practice,1,,,
209213,GP Practice,1,,,
209216,GP Practice,1,,,
209260,Home of Patient,1,,,
209278,Out Of Hours Home Visit,1,,,
209372,Telephone,1,,,
209376,Telephone,1,,,
209407,Telephone,1,,,
209434,Telephone,1,,,
209436,Telephone,1,,,
209463,Telephone,1,,,
209470,Telephone,1,,,
209486,Telephone,1,,,
209524,Telephone,1,,,
209545,Telephone,1,,,
209572,Telephone,1,,,
209585,Telephone,1,,,
209586,Telephone,1,,,
209604,Telephone,1,,,
209621,Telephone,1,,,
209624,Telephone,1,,,
209627,Telephone,1,,,
209632,Telephone,1,,,
209642,Telephone,1,,,
209646,Telephone,1,,,
209660,Telephone,1,,,
209661,Telephone,1,,,
209684,Telephone,1,,,
209690,Telephone,1,,,
209731,Telephone,1,,,
209737,Telephone,1,,,
209761,Telephone,1,,,
209787,Telephone,1,,,
209794,Telephone,1,,,
209831,Telephone,1,,,
209838,Telephone,1,,,
209863,Telephone,1,,,
209868,Telephone,1,,,
209871,Telephone,1,,,
209873,Telephone,1,,,
209885,Telephone,1,,,
209905,Telephone,1,,,
209906,Telephone,1,,,
209912,Telephone,1,,,
209921,Telephone,1,,,
209926,Telephone,1,,,
210005,Telephone,1,,,
210024,Telephone,1,,,
210026,Telephone,1,,,
210030,Telephone,1,,,
210057,Telephone,1,,,
210076,Telephone,1,,,
210081,Telephone,1,,,
210097,Telephone,1,,,
210152,Telephone,1,,,
210174,Telephone,1,,,
210178,Telephone,1,,,
210189,Telephone,1,,,
210235,Telephone,1,,,
210253,Telephone,1,,,
210300,Telephone,1,,,
210306,Telephone,1,,,
210334,Telephone,1,,,
210346,Telephone,1,,,
210348,Telephone,1,,,
210380,Telephone,1,,,
210387,Telephone,1,,,
210398,Telephone,1,,,
210405,Telephone,1,,,
210407,Telephone,1,,,
210497,Telephone,1,,,
210500,Telephone,1,,,
210522,Telephone,1,,,
210529,Telephone,1,,,
210546,Telephone,1,,,
210566,Telephone,1,,,
210598,Telephone,1,,,
210608,Telephone,1,,,
210629,Telephone,1,,,
210686,Telephone,1,,,
210696,Telephone,1,,,
210767,Telephone,1,,,
210774,Telephone,1,,,
210781,Telephone,1,,,
210788,Telephone,1,,,
210790,Telephone,1,,,
210795,Telephone,1,,,
210800,Telephone,1,,,
210828,Telephone,1,,,
210831,Telephone,1,,,
210835,Telephone,1,,,
210858,Telephone,1,,,
210882,Telephone,1,,,
210898,Telephone,1,,,
210902,Telephone,1,,,
210908,Telephone,1,,,
210914,Telephone,1,,,
210916,Telephone,1,,,
210925,Telephone,1,,,
210938,Telephone,1,,,
210982,Telephone,1,,,
210985,Telephone,1,,,
211030,Telephone,1,,,
211048,Telephone,1,,,
211098,Telephone,1,,,
211126,Telephone,1,,,
211145,Telephone,1,,,
211157,Telephone,1,,,
211169,Telephone,1,,,
211177,Telephone,1,,,
211194,Telephone,1,,,
211212,Telephone,1,,,
211216,Telephone,1,,,
211221,Telephone,1,,,
211237,Telephone,1,,,
211239,Telephone,1,,,
211246,Telephone,1,,,
211269,Telephone,1,,,
211271,Telephone,1,,,
211305,Telephone,1,,,
211336,Telephone,1,,,
211345,Telephone,1,,,
211371,Telephone,1,,,
211385,Telephone,1,,,
211428,Telephone,1,,,
211441,Telephone,1,,,
211498,Telephone,1,,,
211508,Telephone,1,,,
211519,Telephone,1,,,
211548,Telephone,1,,,
211570,Telephone,1,,,
211571,Telephone,1,,,
211582,Telephone,1,,,
211588,Telephone,1,,,
211604,Telephone,1,,,
211605,Telephone,1,,,
211654,Telephone,1,,,
211663,Telephone,1,,,
211670,Telephone,1,,,
211677,Telephone,1,,,
211680,Telephone,1,,,
211697,Telephone,1,,,
211712,Telephone,1,,,
211730,Telephone,1,,,
211758,Telephone,1,,,
211767,Telephone,1,,,
211775,Telephone,1,,,
211779,Telephone,1,,,
211811,Telephone,1,,,
211836,Telephone,1,,,
211862,Telephone,1,,,
211906,Telephone,1,,,
211910,Telephone,1,,,
211914,Telephone,1,,,
211922,Telephone,1,,,
211941,Telephone,1,,,
211963,Telephone,1,,,
211971,Telephone,1,,,
211972,Telephone,1,,,
211990,Telephone,1,,,
211991,Telephone,1,,,
212032,Telephone,1,,,
212058,Telephone,1,,,
212069,Telephone,1,,,
212084,Telephone,1,,,
212095,Telephone,1,,,
212102,Telephone,1,,,
212126,Telephone,1,,,
212131,Telephone,1,,,
212149,Telephone,1,,,
212159,Telephone,1,,,
212180,Telephone,1,,,
212189,Telephone,1,,,
212190,Telephone,1,,,
212198,Telephone,1,,,
212218,Telephone,1,,,
212220,Telephone,1,,,
212225,Telephone,1,,,
212231,Telephone,1,,,
212251,Telephone,1,,,
212255,Telephone,1,,,
212316,Telephone,1,,,
212350,Telephone,1,,,
212356,Telephone,1,,,
212358,Telephone,1,,,
212370,Telephone,1,,,
212379,Telephone,1,,,
212382,Telephone,1,,,
212394,Telephone,1,,,
212398,Telephone,1,,,
212401,Telephone,1,,,
212403,Telephone,1,,,
212410,Telephone,1,,,
212421,Telephone,1,,,
212429,Telephone,1,,,
212437,Telephone,1,,,
212451,Telephone,1,,,
212457,Telephone,1,,,
212469,Telephone,1,,,
212544,Telephone,1,,,
212545,Telephone,1,,,
212572,Home Visit,1,,,
212607,Telephone,1,,,
212610,GP Surgery,1,,,
213467,Accident & Emergency,,1,,
214845,GP Practice,1,,,
215330,Surgery,1,,,
215868,Accident & Emergency,,1,,
216156,Telephone,1,,,
216217,Accident & Emergency,,1,,
216578,Accident & Emergency,,1,,
217106,Accident & Emergency,,1,,
217243,Clinic NHS,1,,,
218358,GP Practice,1,,,
218588,Surgery,1,,,
218964,Accident & Emergency,,1,,
219002,Accident & Emergency,,1,,
219040,Accident & Emergency,,1,,
220054,Surgery,1,,,
221275,Accident & Emergency,,1,,
221514,Surgery,1,,,
221592,Telephone Appt,1,,,
221882,Telephone Consultation,1,,,
222541,GP Practice,1,,,
224508,Accident & Emergency,,1,,
225076,GP Practice,1,,,
225317,Walk-in Centre,1,,,
225385,GP Practice,1,,,
227315,Telephone,1,,,
227664,GP Practice,1,,,
227813,Walk In Centre,1,,,
228489,Accident & Emergency,,1,,
228804,Surgery,1,,,
230410,GP Practice,1,,,
230494,GP Practice,1,,,
231696,Accident & Emergency,,1,,
231955,Telephone,1,,,
232766,Accident & Emergency,,1,,
233472,Surgery,1,,,
233691,GP Practice,1,,,
233810,Accident & Emergency,,1,,
233933,Accident & Emergency,,1,,
234006,GP Practice,1,,,
234015,GP Practice,1,,,
234032,GP Practice,1,,,
234041,GP Practice,1,,,
234070,GP Practice,1,,,
234175,Clinic,1,,,
234176,Clinic,1,,,
234177,Clinic,1,,,
234225,Clinic,1,,,
234226,Clinic,1,,,
234227,Clinic,1,,,
234269,Clinic,1,,,
234270,Clinic,1,,,
234271,Clinic,1,,,
234272,Clinic,1,,,
234311,Clinic,1,,,
234312,Clinic,1,,,
234364,Clinic,1,,,
234365,Clinic,1,,,
234403,Clinic,1,,,
234404,Clinic,1,,,
234405,Clinic,1,,,
234452,Clinic,1,,,
234453,Clinic,1,,,
234454,Clinic,1,,,
234500,Clinic,1,,,
